"LiquidWeb","Intel Xeon E3-1271 v3, 4-core","4.0","16.0","-1.0","250.0","5.0","","","","","199.0"
"LiquidWeb","Intel Xeon E5-1650 v3, 6-core","6.0","16.0","-1.0","250.0","5.0","","","","","289.0"
"LiquidWeb","Intel Xeon E5-2620 v3, 6-core","12.0","32.0","-1.0","250.0","5.0","","","","","349.0"
"LiquidWeb","Intel Xeon E5-2650 v3, 10-core","20.0","32.0","-1.0","250.0","5.0","","","","","549.0"
"LiquidWeb","Single Processor
Intel Xeon E3-1271 v3, 4-core","4.0","32.0","4000.0","250.0","10.0","","","","","299.0"
"LiquidWeb","Single Processor
Intel Xeon E5-1650 v3, 6-core","6.0","32.0","2000.0","1000.0","10.0","","","","","409.0"
"LiquidWeb","Dual Processors
Intel Xeon E5-2620 v3, 6-core","12.0","64.0","3000.0","500.0","10.0","","","","","589.0"
"LiquidWeb","Dual Processors
Intel Xeon E5-2650 v3, 10-core","20.0","64.0","2000.0","1500.0","10.0","","","","","799.0"
