"CloudWare","","1","0","-1","10","-1","","bgn","","","21.74"
"CloudWare","","5","0","-1","10","-1","","bgn","","","60.14"
"CloudWare","","9","0","-1","10","-1","","bgn","","","98.54"
"CloudWare","","13","0","-1","10","-1","","bgn","","","136.94"
"CloudWare","","1","4","-1","10","-1","","bgn","","","70.9"
"CloudWare","","5","4","-1","10","-1","","bgn","","","109.3"
"CloudWare","","9","4","-1","10","-1","","bgn","","","147.7"
"CloudWare","","13","4","-1","10","-1","","bgn","","","186.1"
"CloudWare","","1","8","-1","10","-1","","bgn","","","120.05"
"CloudWare","","5","8","-1","10","-1","","bgn","","","158.45"
"CloudWare","","9","8","-1","10","-1","","bgn","","","196.85"
"CloudWare","","13","8","-1","10","-1","","bgn","","","235.25"
"CloudWare","","1","12","-1","10","-1","","bgn","","","169.2"
"CloudWare","","5","12","-1","10","-1","","bgn","","","207.6"
"CloudWare","","9","12","-1","10","-1","","bgn","","","246.0"
"CloudWare","","13","12","-1","10","-1","","bgn","","","284.4"
"CloudWare","","1","1","-1","130","-1","","bgn","","","63.89"
"CloudWare","","5","1","-1","130","-1","","bgn","","","102.29"
"CloudWare","","9","1","-1","130","-1","","bgn","","","140.69"
"CloudWare","","13","1","-1","130","-1","","bgn","","","179.09"
"CloudWare","","1","5","-1","130","-1","","bgn","","","113.04"
"CloudWare","","5","5","-1","130","-1","","bgn","","","151.44"
"CloudWare","","9","5","-1","130","-1","","bgn","","","189.84"
"CloudWare","","13","5","-1","130","-1","","bgn","","","228.24"
"CloudWare","","1","9","-1","130","-1","","bgn","","","162.19"
"CloudWare","","5","9","-1","130","-1","","bgn","","","200.59"
"CloudWare","","9","9","-1","130","-1","","bgn","","","238.99"
"CloudWare","","13","9","-1","130","-1","","bgn","","","277.39"
"CloudWare","","1","13","-1","130","-1","","bgn","","","211.34"
"CloudWare","","5","13","-1","130","-1","","bgn","","","249.74"
"CloudWare","","9","13","-1","130","-1","","bgn","","","288.14"
"CloudWare","","13","13","-1","130","-1","","bgn","","","326.54"
"CloudWare","","1","1","-1","250","-1","","bgn","","","99.89"
"CloudWare","","5","1","-1","250","-1","","bgn","","","138.29"
"CloudWare","","9","1","-1","250","-1","","bgn","","","176.69"
"CloudWare","","13","1","-1","250","-1","","bgn","","","215.09"
"CloudWare","","1","5","-1","250","-1","","bgn","","","149.04"
"CloudWare","","5","5","-1","250","-1","","bgn","","","187.44"
"CloudWare","","9","5","-1","250","-1","","bgn","","","225.84"
"CloudWare","","13","5","-1","250","-1","","bgn","","","264.24"
"CloudWare","","1","9","-1","250","-1","","bgn","","","198.19"
"CloudWare","","5","9","-1","250","-1","","bgn","","","236.59"
"CloudWare","","9","9","-1","250","-1","","bgn","","","274.99"
"CloudWare","","13","9","-1","250","-1","","bgn","","","313.39"
"CloudWare","","1","13","-1","250","-1","","bgn","","","247.34"
"CloudWare","","5","13","-1","250","-1","","bgn","","","285.74"
"CloudWare","","9","13","-1","250","-1","","bgn","","","324.14"
"CloudWare","","13","13","-1","250","-1","","bgn","","","362.54"
"CloudWare","","1","1","-1","370","-1","","bgn","","","135.89"
"CloudWare","","5","1","-1","370","-1","","bgn","","","174.29"
"CloudWare","","9","1","-1","370","-1","","bgn","","","212.69"
"CloudWare","","13","1","-1","370","-1","","bgn","","","251.09"
"CloudWare","","1","5","-1","370","-1","","bgn","","","185.04"
"CloudWare","","5","5","-1","370","-1","","bgn","","","223.44"
"CloudWare","","9","5","-1","370","-1","","bgn","","","261.84"
"CloudWare","","13","5","-1","370","-1","","bgn","","","300.24"
"CloudWare","","1","9","-1","370","-1","","bgn","","","234.19"
"CloudWare","","5","9","-1","370","-1","","bgn","","","272.59"
"CloudWare","","9","9","-1","370","-1","","bgn","","","310.99"
"CloudWare","","13","9","-1","370","-1","","bgn","","","349.39"
"CloudWare","","1","13","-1","370","-1","","bgn","","","283.34"
"CloudWare","","5","13","-1","370","-1","","bgn","","","321.74"
"CloudWare","","9","13","-1","370","-1","","bgn","","","360.14"
"CloudWare","","13","13","-1","370","-1","","bgn","","","398.54"
